sample_id,audio_class,confidence,sound_level,decision_method,baby_cry_probability,noise_probability,normal_probability
1405,Normal,1,0.007691,RMS Threshold,0,0,1
1406,Normal,1,0.007954,RMS Threshold,0,0,1
1407,Normal,1,0.005959,RMS Threshold,0,0,1
1408,Baby_Cry,0.975211,0.011362,AST Model,0.975211,0.024421,0.000368
1409,Normal,1,0.003845,RMS Threshold,0,0,1
1410,Noise,0.84574,0.015356,AST Model,0.005816,0.84574,0.148444
1411,Baby_Cry,0.975333,0.009051,AST Model,0.975333,0.024094,0.000573
1412,Noise,0.999651,0.010338,AST Model,0.00024,0.999651,0.000109
1413,Normal,1,0.001129,RMS Threshold,0,0,1
1414,Normal,1,0.003226,RMS Threshold,0,0,1
1415,Normal,1,0.002037,RMS Threshold,0,0,1
1416,Normal,1,0.005366,RMS Threshold,0,0,1
1417,Normal,1,0.008368,RMS Threshold,0,0,1
1418,Noise,0.989798,0.035182,AST Model,0.002038,0.989798,0.008164
1419,Normal,1,0.005915,RMS Threshold,0,0,1
1420,Normal,1,0.001249,RMS Threshold,0,0,1
1421,Normal,1,0.003905,RMS Threshold,0,0,1
1422,Noise,0.972111,0.01395,AST Model,0.017932,0.972111,0.009957
1423,Normal,1,0.003034,RMS Threshold,0,0,1
1424,Normal,1,0.002615,RMS Threshold,0,0,1
1425,Normal,1,0.005005,RMS Threshold,0,0,1
1426,Normal,1,0.008145,RMS Threshold,0,0,1
1427,Normal,1,0.003993,RMS Threshold,0,0,1
1428,Normal,1,0.007494,RMS Threshold,0,0,1
1429,Baby_Cry,0.999003,0.02018,AST Model,0.999003,0.000866,0.000131
1430,Baby_Cry,0.99584,0.012688,AST Model,0.99584,0.00387,0.000291
1431,Baby_Cry,0.84375,0.009606,AST Model,0.84375,0.155338,0.000912
1432,Normal,1,0.005156,RMS Threshold,0,0,1
1433,Normal,1,0.008598,RMS Threshold,0,0,1
1434,Noise,0.520171,0.009989,AST Model,0.478803,0.520171,0.001026
1435,Normal,1,0.006896,RMS Threshold,0,0,1
1436,Baby_Cry,0.584894,0.009999,AST Model,0.584894,0.414615,0.000491
1437,Noise,0.9984,0.023589,AST Model,0.001388,0.9984,0.000212
1438,Normal,1,0.005491,RMS Threshold,0,0,1
1439,Noise,0.990831,0.013315,AST Model,0.008868,0.990831,0.000301
1440,Normal,1,0.007054,RMS Threshold,0,0,1
1441,Normal,1,0.007464,RMS Threshold,0,0,1
1442,Normal,1,0.001608,RMS Threshold,0,0,1
1443,Normal,1,0.006791,RMS Threshold,0,0,1
1444,Normal,1,0.006587,RMS Threshold,0,0,1
1445,Normal,1,0.005437,RMS Threshold,0,0,1
1446,Normal,1,0.008727,RMS Threshold,0,0,1
1447,Normal,1,0.008079,RMS Threshold,0,0,1
1448,Baby_Cry,0.865332,0.011533,AST Model,0.865332,0.133774,0.000894
1449,Normal,1,0.005693,RMS Threshold,0,0,1
1450,Baby_Cry,0.984106,0.009587,AST Model,0.984106,0.015571,0.000323
1451,Normal,1,0.003595,RMS Threshold,0,0,1
1452,Normal,1,0.005342,RMS Threshold,0,0,1
1453,Normal,1,0.004834,RMS Threshold,0,0,1
1454,Noise,0.9985,0.019987,AST Model,0.001372,0.9985,0.000127
1455,Noise,0.99589,0.009447,AST Model,0.002402,0.99589,0.001708
1456,Normal,1,0.003634,RMS Threshold,0,0,1
1457,Normal,1,0.005941,RMS Threshold,0,0,1
1458,Normal,1,0.00875,RMS Threshold,0,0,1
1459,Normal,1,0.004673,RMS Threshold,0,0,1
1460,Normal,1,0.003476,RMS Threshold,0,0,1
1461,Baby_Cry,0.974631,0.01534,AST Model,0.974631,0.024931,0.000438
1462,Baby_Cry,0.993254,0.0126,AST Model,0.993254,0.00638,0.000366
1463,Normal,1,0.008044,RMS Threshold,0,0,1
1464,Noise,0.890534,0.012895,AST Model,0.108407,0.890534,0.001059
1465,Noise,0.973043,0.015017,AST Model,0.025918,0.973043,0.001039
1466,Baby_Cry,0.971639,0.02658,AST Model,0.971639,0.027864,0.000497
1467,Normal,1,0.007045,RMS Threshold,0,0,1
1468,Normal,1,0.000677,RMS Threshold,0,0,1
1469,Noise,0.996651,0.018193,AST Model,0.002963,0.996651,0.000386
1470,Normal,1,0.0087,RMS Threshold,0,0,1
1471,Normal,1,0.008177,RMS Threshold,0,0,1
1472,Normal,1,0.003662,RMS Threshold,0,0,1
1473,Normal,1,0.00789,RMS Threshold,0,0,1
1474,Normal,1,0.007612,RMS Threshold,0,0,1
1475,Normal,1,0.004371,RMS Threshold,0,0,1
1476,Normal,1,0.004324,RMS Threshold,0,0,1
1477,Noise,0.591384,0.013489,AST Model,0.407382,0.591384,0.001235
1478,Normal,1,0.007811,RMS Threshold,0,0,1
1479,Normal,1,0.003556,RMS Threshold,0,0,1
1480,Normal,1,0.004342,RMS Threshold,0,0,1
1481,Noise,0.907333,0.010268,AST Model,0.092174,0.907333,0.000493
1482,Normal,1,0.004222,RMS Threshold,0,0,1
1483,Normal,1,0.006843,RMS Threshold,0,0,1
1484,Normal,1,0.007732,RMS Threshold,0,0,1
1485,Normal,1,0.004799,RMS Threshold,0,0,1
1486,Normal,1,0.003061,RMS Threshold,0,0,1
1487,Normal,1,0.008345,RMS Threshold,0,0,1
1488,Normal,1,0.003704,RMS Threshold,0,0,1
1489,Normal,1,0.005438,RMS Threshold,0,0,1
1490,Normal,1,0.007622,RMS Threshold,0,0,1
1491,Normal,1,0.004647,RMS Threshold,0,0,1
1492,Normal,1,0.005933,RMS Threshold,0,0,1
1493,Normal,1,0.004658,RMS Threshold,0,0,1
1494,Normal,1,0.002112,RMS Threshold,0,0,1
1495,Normal,1,0.003101,RMS Threshold,0,0,1
1496,Normal,1,0.006605,RMS Threshold,0,0,1
1497,Normal,1,0.005362,RMS Threshold,0,0,1
1498,Normal,1,0.008718,RMS Threshold,0,0,1
1499,Normal,1,0.006412,RMS Threshold,0,0,1
1500,Normal,1,0.007548,RMS Threshold,0,0,1
1501,Noise,0.744001,0.021295,AST Model,0.254736,0.744001,0.001263
1502,Normal,1,0.006129,RMS Threshold,0,0,1
1503,Normal,1,0.006717,RMS Threshold,0,0,1
1504,Normal,1,0.002753,RMS Threshold,0,0,1
1505,Normal,1,0.003728,RMS Threshold,0,0,1
1506,Noise,0.997646,0.038464,AST Model,0.001856,0.997646,0.000499
1507,Normal,1,0.003957,RMS Threshold,0,0,1
1508,Normal,1,0.005897,RMS Threshold,0,0,1
1509,Normal,1,0.006256,RMS Threshold,0,0,1
1510,Normal,1,0.005138,RMS Threshold,0,0,1
1511,Normal,1,0.005662,RMS Threshold,0,0,1
1512,Normal,1,0.003892,RMS Threshold,0,0,1
1513,Normal,1,0.001254,RMS Threshold,0,0,1
1514,Normal,1,0.004134,RMS Threshold,0,0,1
1515,Normal,1,0.004954,RMS Threshold,0,0,1
1516,Normal,1,0.006098,RMS Threshold,0,0,1
1517,Normal,1,0.006429,RMS Threshold,0,0,1
1518,Normal,1,0.008459,RMS Threshold,0,0,1
1519,Normal,1,0.006651,RMS Threshold,0,0,1
1520,Normal,1,0.007953,RMS Threshold,0,0,1
1521,Normal,1,0.00702,RMS Threshold,0,0,1
1522,Normal,1,0.006664,RMS Threshold,0,0,1
1523,Baby_Cry,0.949867,0.011615,AST Model,0.949867,0.049802,0.000331
1524,Normal,1,0.004268,RMS Threshold,0,0,1
1525,Normal,1,0.004325,RMS Threshold,0,0,1
1526,Noise,0.953979,0.016226,AST Model,0.044648,0.953979,0.001373
1527,Normal,1,0.000675,RMS Threshold,0,0,1
1528,Normal,1,0.006308,RMS Threshold,0,0,1
1529,Normal,1,0.008512,RMS Threshold,0,0,1
1530,Normal,1,0.005616,RMS Threshold,0,0,1
1531,Normal,1,0.004948,RMS Threshold,0,0,1
1532,Normal,1,0.001275,RMS Threshold,0,0,1
1533,Normal,1,0.005223,RMS Threshold,0,0,1
1534,Normal,1,0.005654,RMS Threshold,0,0,1
1535,Normal,1,0.005061,RMS Threshold,0,0,1
1536,Normal,1,0.007199,RMS Threshold,0,0,1
1537,Normal,1,0.005781,RMS Threshold,0,0,1
1538,Normal,1,0.007988,RMS Threshold,0,0,1
1539,Normal,1,0.005894,RMS Threshold,0,0,1
1540,Baby_Cry,0.998861,0.015718,AST Model,0.998861,0.001036,0.000103
1541,Normal,1,0.002824,RMS Threshold,0,0,1
1542,Normal,1,0.003835,RMS Threshold,0,0,1
1543,Baby_Cry,0.999512,0.114867,AST Model,0.999512,0.00041,7.80E-05
1544,Normal,1,0.001516,RMS Threshold,0,0,1
1545,Baby_Cry,0.991765,0.069917,AST Model,0.991765,0.008014,0.00022
1546,Noise,0.873192,0.092263,AST Model,0.126575,0.873192,0.000233
1547,Noise,0.723944,0.038961,AST Model,0.275539,0.723944,0.000517
1548,Normal,1,0.003521,RMS Threshold,0,0,1
1549,Normal,1,0.006404,RMS Threshold,0,0,1
1550,Noise,0.870989,0.011344,AST Model,0.128066,0.870989,0.000945
1551,Normal,1,0.00658,RMS Threshold,0,0,1
1552,Normal,1,0.004843,RMS Threshold,0,0,1
1553,Normal,1,0.007683,RMS Threshold,0,0,1
1554,Normal,1,0.00566,RMS Threshold,0,0,1
1555,Noise,0.831475,0.010518,AST Model,0.167178,0.831475,0.001347
1556,Noise,0.832791,0.014617,AST Model,0.163238,0.832791,0.003971
1557,Noise,0.987295,0.011357,AST Model,0.012163,0.987295,0.000542
1558,Noise,0.966267,0.016831,AST Model,0.032963,0.966267,0.000771
1559,Noise,0.968717,0.014636,AST Model,0.029772,0.968717,0.001511
1560,Noise,0.943658,0.013613,AST Model,0.054755,0.943658,0.001587
1561,Noise,0.654032,0.010964,AST Model,0.342067,0.654032,0.0039
1562,Noise,0.975261,0.013366,AST Model,0.022818,0.975261,0.001921
1563,Noise,0.835115,0.01359,AST Model,0.164313,0.835115,0.000573
1564,Normal,1,0.008345,RMS Threshold,0,0,1
1565,Noise,0.995066,0.012482,AST Model,0.003914,0.995066,0.00102
1566,Normal,1,0.008335,RMS Threshold,0,0,1
1567,Noise,0.999639,0.009383,AST Model,0.000228,0.999639,0.000133
1568,Normal,1,0.007199,RMS Threshold,0,0,1
1569,Normal,1,0.004664,RMS Threshold,0,0,1
1570,Normal,1,0.007052,RMS Threshold,0,0,1
1571,Normal,1,0.003837,RMS Threshold,0,0,1
1572,Normal,1,0.005983,RMS Threshold,0,0,1
1573,Normal,1,0.004077,RMS Threshold,0,0,1
1574,Normal,1,0.005002,RMS Threshold,0,0,1
1575,Normal,1,0.002723,RMS Threshold,0,0,1
1576,Normal,1,0.003002,RMS Threshold,0,0,1
1577,Normal,1,0.003284,RMS Threshold,0,0,1
1578,Normal,1,0.002739,RMS Threshold,0,0,1
1579,Normal,1,0.003395,RMS Threshold,0,0,1
1580,Normal,1,0.004755,RMS Threshold,0,0,1
1581,Normal,1,0.003166,RMS Threshold,0,0,1
1582,Normal,1,0.002458,RMS Threshold,0,0,1
1583,Noise,0.999204,0.020828,AST Model,0.000633,0.999204,0.000163
1584,Normal,1,0.005765,RMS Threshold,0,0,1
1585,Noise,0.999446,0.009419,AST Model,0.000166,0.999446,0.000387
1586,Noise,0.997229,0.013404,AST Model,0.000302,0.997229,0.002469
1587,Noise,0.999066,0.016833,AST Model,0.000141,0.999066,0.000793
1588,Noise,0.999355,0.015519,AST Model,0.000285,0.999355,0.00036
1589,Noise,0.999494,0.015718,AST Model,0.000113,0.999494,0.000394
1590,Noise,0.998418,0.014655,AST Model,0.000126,0.998418,0.001456
1591,Noise,0.99957,0.015064,AST Model,0.000136,0.99957,0.000293
1592,Noise,0.999595,0.013947,AST Model,0.000105,0.999595,0.0003
1593,Noise,0.999645,0.015235,AST Model,6.90E-05,0.999645,0.000286
1594,Noise,0.999429,0.020515,AST Model,0.000129,0.999429,0.000442
1595,Noise,0.998834,0.015851,AST Model,0.000126,0.998834,0.001041
1596,Noise,0.998837,0.015161,AST Model,0.000292,0.998837,0.000871
1597,Noise,0.998771,0.013535,AST Model,0.000357,0.998771,0.000872
1598,Noise,0.999659,0.014749,AST Model,0.000103,0.999659,0.000238
1599,Noise,0.999028,0.01432,AST Model,0.000182,0.999028,0.00079
1600,Noise,0.999141,0.012511,AST Model,0.000164,0.999141,0.000695
1601,Noise,0.99859,0.013061,AST Model,0.000243,0.99859,0.001167
1602,Noise,0.999346,0.012064,AST Model,0.000113,0.999346,0.000541
1603,Noise,0.999406,0.014078,AST Model,7.50E-05,0.999406,0.000518
1604,Noise,0.998358,0.013245,AST Model,0.000268,0.998358,0.001374
1605,Noise,0.999032,0.014234,AST Model,9.40E-05,0.999032,0.000875
1606,Noise,0.997598,0.012479,AST Model,0.000125,0.997598,0.002277
1607,Noise,0.999173,0.012587,AST Model,0.0001,0.999173,0.000728
1608,Noise,0.999188,0.018944,AST Model,0.000108,0.999188,0.000704
1609,Noise,0.999429,0.013142,AST Model,6.40E-05,0.999429,0.000507
1610,Noise,0.999543,0.013623,AST Model,3.10E-05,0.999543,0.000426
1611,Noise,0.999669,0.013579,AST Model,0.000143,0.999669,0.000188
1612,Noise,0.998802,0.014208,AST Model,0.000416,0.998802,0.000782
1613,Noise,0.999709,0.013667,AST Model,6.90E-05,0.999709,0.000222
1614,Noise,0.999324,0.014073,AST Model,0.000142,0.999324,0.000534
1615,Noise,0.998203,0.015467,AST Model,0.001693,0.998203,0.000104
1616,Noise,0.99931,0.018997,AST Model,0.000233,0.99931,0.000458
1617,Noise,0.993994,0.016655,AST Model,0.000181,0.993994,0.005825
1618,Noise,0.999565,0.015067,AST Model,4.80E-05,0.999565,0.000387
1619,Noise,0.999886,0.013683,AST Model,3.20E-05,0.999886,8.20E-05
1620,Noise,0.998259,0.013699,AST Model,0.000101,0.998259,0.00164
1621,Noise,0.999661,0.014556,AST Model,8.60E-05,0.999661,0.000253
1622,Noise,0.999276,0.015863,AST Model,0.000393,0.999276,0.000331
1623,Noise,0.999645,0.016075,AST Model,0.000144,0.999645,0.00021
1624,Noise,0.999815,0.012503,AST Model,4.90E-05,0.999815,0.000136
1625,Noise,0.999339,0.013386,AST Model,0.000153,0.999339,0.000509
1626,Noise,0.999193,0.014781,AST Model,0.000153,0.999193,0.000654
1627,Noise,0.999205,0.01413,AST Model,0.000239,0.999205,0.000556
1628,Noise,0.995538,0.014151,AST Model,0.000622,0.995538,0.00384
1629,Noise,0.999211,0.014518,AST Model,0.00017,0.999211,0.000618
1630,Noise,0.999311,0.013649,AST Model,0.000143,0.999311,0.000546
1631,Noise,0.997937,0.013435,AST Model,0.000233,0.997937,0.00183
1632,Noise,0.999839,0.012658,AST Model,3.70E-05,0.999839,0.000124
1633,Noise,0.99939,0.013009,AST Model,9.30E-05,0.99939,0.000517
1634,Noise,0.9996,0.013883,AST Model,9.00E-05,0.9996,0.00031
1635,Noise,0.998753,0.013057,AST Model,0.000127,0.998753,0.00112
1636,Noise,0.998142,0.0133,AST Model,0.000231,0.998142,0.001627
1637,Noise,0.999729,0.013822,AST Model,8.50E-05,0.999729,0.000186
1638,Noise,0.999636,0.0135,AST Model,0.000173,0.999636,0.000192
1639,Noise,0.999339,0.014539,AST Model,0.00012,0.999339,0.000541
1640,Noise,0.998368,0.015669,AST Model,0.000374,0.998368,0.001258
1641,Noise,0.999794,0.013915,AST Model,7.80E-05,0.999794,0.000128
1642,Noise,0.999867,0.015443,AST Model,5.80E-05,0.999867,7.50E-05
1643,Noise,0.999776,0.013468,AST Model,4.80E-05,0.999776,0.000177
1644,Noise,0.999677,0.013528,AST Model,4.50E-05,0.999677,0.000278
1645,Noise,0.998687,0.013453,AST Model,0.000155,0.998687,0.001158
1646,Noise,0.999307,0.012699,AST Model,9.20E-05,0.999307,0.000601
1647,Noise,0.999627,0.014338,AST Model,9.20E-05,0.999627,0.000281
1648,Noise,0.999078,0.012813,AST Model,0.000164,0.999078,0.000759
1649,Noise,0.999012,0.01424,AST Model,0.000144,0.999012,0.000844
1650,Noise,0.997657,0.01441,AST Model,0.000404,0.997657,0.001939
1651,Noise,0.998029,0.014013,AST Model,0.000158,0.998029,0.001813
1652,Noise,0.999035,0.012708,AST Model,0.000143,0.999035,0.000822
1653,Noise,0.999784,0.016767,AST Model,5.10E-05,0.999784,0.000165
1654,Noise,0.999681,0.012232,AST Model,5.00E-05,0.999681,0.000269
1655,Noise,0.999537,0.015135,AST Model,0.000108,0.999537,0.000355
1656,Noise,0.999021,0.012942,AST Model,0.000119,0.999021,0.00086
1657,Noise,0.999519,0.013602,AST Model,0.000148,0.999519,0.000333
1658,Noise,0.995697,0.013553,AST Model,0.000395,0.995697,0.003908
1659,Noise,0.999434,0.012682,AST Model,9.70E-05,0.999434,0.000469
1660,Noise,0.99942,0.014385,AST Model,0.0001,0.99942,0.00048
1661,Noise,0.999304,0.013723,AST Model,0.000268,0.999304,0.000427
1662,Noise,0.998513,0.014393,AST Model,0.000224,0.998513,0.001263
1663,Noise,0.999352,0.012974,AST Model,0.000122,0.999352,0.000526
1664,Noise,0.999883,0.011255,AST Model,5.10E-05,0.999883,6.70E-05
1665,Noise,0.99951,0.011257,AST Model,5.50E-05,0.99951,0.000435
1666,Noise,0.999467,0.011168,AST Model,0.000114,0.999467,0.000418
1667,Noise,0.999496,0.014405,AST Model,0.000119,0.999496,0.000386
1668,Noise,0.99959,0.012637,AST Model,9.60E-05,0.99959,0.000314
1669,Noise,0.998665,0.013221,AST Model,0.00017,0.998665,0.001165
1670,Noise,0.999584,0.014095,AST Model,0.000104,0.999584,0.000311
1671,Noise,0.999268,0.013846,AST Model,0.000339,0.999268,0.000393
1672,Noise,0.998147,0.013613,AST Model,0.000412,0.998147,0.001441
1673,Noise,0.994096,0.013185,AST Model,0.000919,0.994096,0.004985
1674,Noise,0.99906,0.014829,AST Model,0.00012,0.99906,0.000821
1675,Noise,0.998907,0.013083,AST Model,9.70E-05,0.998907,0.000996
1676,Noise,0.999609,0.014622,AST Model,0.000102,0.999609,0.000289
1677,Noise,0.999354,0.014705,AST Model,0.000257,0.999354,0.000389
1678,Noise,0.998537,0.013323,AST Model,0.000256,0.998537,0.001207
1679,Noise,0.995419,0.009795,AST Model,0.000419,0.995419,0.004162
1680,Noise,0.9996,0.014169,AST Model,7.40E-05,0.9996,0.000327
1681,Noise,0.998731,0.013589,AST Model,9.20E-05,0.998731,0.001177
1682,Noise,0.996795,0.010715,AST Model,0.000159,0.996795,0.003046
1683,Noise,0.999665,0.015866,AST Model,5.90E-05,0.999665,0.000276
1684,Noise,0.995832,0.010656,AST Model,0.000218,0.995832,0.00395
1685,Noise,0.996845,0.011022,AST Model,0.00053,0.996845,0.002625
1686,Noise,0.999614,0.012138,AST Model,5.40E-05,0.999614,0.000331
1687,Noise,0.996573,0.010398,AST Model,0.000209,0.996573,0.003218
1688,Noise,0.99862,0.011411,AST Model,0.000402,0.99862,0.000978
1689,Noise,0.999465,0.01262,AST Model,0.000101,0.999465,0.000434
1690,Noise,0.996387,0.013417,AST Model,0.000253,0.996387,0.00336
1691,Noise,0.997567,0.012767,AST Model,0.000132,0.997567,0.002301
1692,Noise,0.999757,0.013218,AST Model,8.50E-05,0.999757,0.000158
1693,Noise,0.997964,0.013251,AST Model,0.0002,0.997964,0.001836
1694,Noise,0.997949,0.012008,AST Model,0.000351,0.997949,0.0017
1695,Noise,0.999798,0.013205,AST Model,4.40E-05,0.999798,0.000158
1696,Noise,0.997244,0.013198,AST Model,0.000317,0.997244,0.00244
1697,Noise,0.997922,0.011036,AST Model,0.000208,0.997922,0.00187
1698,Noise,0.999031,0.010641,AST Model,0.000149,0.999031,0.00082
1699,Noise,0.999104,0.012007,AST Model,0.000202,0.999104,0.000694
1700,Noise,0.999436,0.012812,AST Model,8.10E-05,0.999436,0.000483
1701,Noise,0.981923,0.009596,AST Model,0.000202,0.981923,0.017874
1702,Noise,0.989996,0.009481,AST Model,0.000512,0.989996,0.009492
1703,Normal,1,0.006856,RMS Threshold,0,0,1
1704,Normal,1,0.005743,RMS Threshold,0,0,1
1705,Noise,0.99882,0.010797,AST Model,0.000134,0.99882,0.001045
1706,Noise,0.998116,0.011951,AST Model,0.000112,0.998116,0.001772
1707,Noise,0.995792,0.009264,AST Model,0.000113,0.995792,0.004094
1708,Normal,1,0.008026,RMS Threshold,0,0,1
1709,Noise,0.995856,0.010912,AST Model,0.000237,0.995856,0.003907
1710,Noise,0.999149,0.012612,AST Model,0.000144,0.999149,0.000707
1711,Noise,0.999342,0.013706,AST Model,0.000133,0.999342,0.000525
1712,Noise,0.995032,0.050669,AST Model,0.004713,0.995032,0.000256
1713,Noise,0.999515,0.01223,AST Model,6.90E-05,0.999515,0.000416
1714,Noise,0.999026,0.012661,AST Model,0.000163,0.999026,0.000811
1715,Noise,0.996564,0.012636,AST Model,0.00022,0.996564,0.003216
1716,Noise,0.999386,0.012543,AST Model,6.30E-05,0.999386,0.000551
1717,Noise,0.999007,0.013264,AST Model,0.000894,0.999007,9.90E-05
1718,Noise,0.999262,0.013094,AST Model,0.000159,0.999262,0.000578
1719,Noise,0.99976,0.015266,AST Model,5.70E-05,0.99976,0.000183
1720,Noise,0.999438,0.013035,AST Model,0.000109,0.999438,0.000453
1721,Noise,0.998145,0.011575,AST Model,0.000216,0.998145,0.001638
1722,Noise,0.997852,0.016261,AST Model,0.001458,0.997852,0.00069
1723,Noise,0.998125,0.012742,AST Model,0.000306,0.998125,0.001569
1724,Noise,0.99942,0.012826,AST Model,7.30E-05,0.99942,0.000507
1725,Noise,0.999548,0.01212,AST Model,8.00E-05,0.999548,0.000372
1726,Noise,0.997075,0.01137,AST Model,0.000154,0.997075,0.002771
1727,Noise,0.999091,0.014011,AST Model,0.000139,0.999091,0.000769
1728,Noise,0.996579,0.013497,AST Model,0.000352,0.996579,0.003068
1729,Noise,0.999227,0.013055,AST Model,0.000161,0.999227,0.000612
1730,Noise,0.999247,0.012295,AST Model,8.00E-05,0.999247,0.000673
1731,Noise,0.999339,0.013257,AST Model,0.000109,0.999339,0.000552
1732,Noise,0.997568,0.012811,AST Model,0.000186,0.997568,0.002246
1733,Noise,0.99893,0.011976,AST Model,0.000195,0.99893,0.000874
1734,Noise,0.999284,0.011382,AST Model,0.000107,0.999284,0.000609
1735,Noise,0.992018,0.012518,AST Model,0.001368,0.992018,0.006614
1736,Noise,0.999797,0.013005,AST Model,4.10E-05,0.999797,0.000162
1737,Noise,0.998343,0.01194,AST Model,0.000103,0.998343,0.001554
1738,Noise,0.998175,0.014477,AST Model,0.000159,0.998175,0.001667
1739,Noise,0.995046,0.019549,AST Model,0.000604,0.995046,0.00435
1740,Noise,0.999094,0.013435,AST Model,0.000155,0.999094,0.000751
1741,Noise,0.997914,0.012011,AST Model,0.000113,0.997914,0.001973
1742,Noise,0.999005,0.012966,AST Model,0.000134,0.999005,0.000862
1743,Noise,0.99901,0.009841,AST Model,7.00E-05,0.99901,0.00092
1744,Normal,1,0.00626,RMS Threshold,0,0,1
1745,Noise,0.998135,0.011657,AST Model,0.000242,0.998135,0.001622
1746,Normal,1,0.008387,RMS Threshold,0,0,1
1747,Noise,0.996262,0.010772,AST Model,0.000439,0.996262,0.003299
1748,Normal,1,0.004001,RMS Threshold,0,0,1
1749,Noise,0.999493,0.01036,AST Model,7.00E-05,0.999493,0.000438
1750,Noise,0.999741,0.01311,AST Model,2.90E-05,0.999741,0.00023
1751,Noise,0.999283,0.011286,AST Model,0.000102,0.999283,0.000615
1752,Noise,0.998321,0.011681,AST Model,0.000143,0.998321,0.001537
1753,Noise,0.995796,0.012064,AST Model,0.000121,0.995796,0.004083
1754,Noise,0.998829,0.013033,AST Model,0.000172,0.998829,0.000999
1755,Noise,0.998627,0.011501,AST Model,0.000128,0.998627,0.001245
1756,Noise,0.999435,0.012488,AST Model,0.000119,0.999435,0.000446
1757,Noise,0.999219,0.014054,AST Model,0.000149,0.999219,0.000632
1758,Noise,0.999161,0.011475,AST Model,7.20E-05,0.999161,0.000767
1759,Noise,0.998628,0.011235,AST Model,0.000104,0.998628,0.001268
1760,Noise,0.999683,0.01155,AST Model,5.00E-05,0.999683,0.000266
1761,Noise,0.999754,0.013202,AST Model,0.000107,0.999754,0.000139
1762,Noise,0.998659,0.012754,AST Model,7.30E-05,0.998659,0.001268
1763,Noise,0.999536,0.013173,AST Model,0.000114,0.999536,0.00035
1764,Noise,0.999394,0.014368,AST Model,4.10E-05,0.999394,0.000565
1765,Noise,0.999381,0.019081,AST Model,0.000129,0.999381,0.00049
1766,Noise,0.999566,0.012594,AST Model,4.50E-05,0.999566,0.000389
1767,Noise,0.999805,0.012707,AST Model,4.80E-05,0.999805,0.000147
1768,Noise,0.999345,0.012632,AST Model,9.80E-05,0.999345,0.000557
1769,Noise,0.999616,0.010917,AST Model,0.000134,0.999616,0.00025
1770,Noise,0.997802,0.011223,AST Model,0.000309,0.997802,0.001889
1771,Noise,0.999727,0.011664,AST Model,5.90E-05,0.999727,0.000214
1772,Noise,0.988024,0.011921,AST Model,0.000308,0.988024,0.011669
1773,Noise,0.999411,0.012775,AST Model,7.70E-05,0.999411,0.000511
1774,Noise,0.999175,0.011993,AST Model,0.000244,0.999175,0.000581
1775,Noise,0.999497,0.012422,AST Model,0.000217,0.999497,0.000286
1776,Noise,0.980343,0.012043,AST Model,0.000372,0.980343,0.019286
1777,Noise,0.997828,0.01757,AST Model,0.000428,0.997828,0.001744
1778,Noise,0.997049,0.012796,AST Model,0.000252,0.997049,0.002699
1779,Noise,0.997811,0.010352,AST Model,0.000161,0.997811,0.002028
1780,Noise,0.998786,0.01168,AST Model,0.000242,0.998786,0.000972
1781,Noise,0.998561,0.012261,AST Model,0.000209,0.998561,0.001229
1782,Noise,0.999061,0.014103,AST Model,0.000117,0.999061,0.000822
1783,Noise,0.999797,0.010821,AST Model,3.60E-05,0.999797,0.000167
1784,Noise,0.999386,0.012042,AST Model,0.000208,0.999386,0.000405
1785,Noise,0.996817,0.011368,AST Model,0.000936,0.996817,0.002247
1786,Noise,0.998147,0.011537,AST Model,0.00098,0.998147,0.000873
1787,Noise,0.999662,0.013171,AST Model,4.70E-05,0.999662,0.000291
1788,Noise,0.991395,0.009125,AST Model,0.000502,0.991395,0.008103
